"","artist_name","artist_id","duration_ms","id","name","popularity"
"772","Fortunate Ones","69sHd7jjEkbKxn91qUB60L",164707,"5GrSU7f0JXLPo0xVUh7qrW","Northern Star",27
"773","Fortunate Ones","69sHd7jjEkbKxn91qUB60L",232642,"6w8TqbUYGLgKbgQQ8XZAUz","Wherever You Go",22
"774","Fortunate Ones","69sHd7jjEkbKxn91qUB60L",216538,"6EdiTrj7Fm8HkC7gVc8r8w","It's Ok",18
"775","Small Black","1J6xqDysFw6YiQ0vMvIKds",302120,"3010ztZe0e0HoadKXAxW9n","Boys Life",45
"776","Small Black","1J6xqDysFw6YiQ0vMvIKds",272400,"2YJcXqLMRbXb9kBCmo5miT","No Stranger",43
"777","Small Black","1J6xqDysFw6YiQ0vMvIKds",226280,"6kIA5pn4Cp1rSEc4Pqduvb","Breathless",42
"778","Small Black","1J6xqDysFw6YiQ0vMvIKds",197053,"5X6OW8ElYONjYbZXfBulaP","Canoe",40
"779","Small Black","1J6xqDysFw6YiQ0vMvIKds",232720,"6vLh2kydYBdIvFfepN9S8y","Duplex",39
"780","Small Black","1J6xqDysFw6YiQ0vMvIKds",253426,"3xkcWDrdxTY6dV3lb4er1v","Despicable Dogs - Washed Out Remix",39
"781","Nation of Language","5JWBow4ywgKNQ5HBxY8hcz",194215,"0gUJlYlu4cV90iyV2gTUmr","On Division St",54
"782","Nation of Language","5JWBow4ywgKNQ5HBxY8hcz",255438,"4odb2UIgc0u22MNV7p4iQq","Weak In Your Light",49
"783","Nation of Language","5JWBow4ywgKNQ5HBxY8hcz",256888,"5eHB7iz8fKG1IkaGddI7LA","Sole Obsession",47
"784","Nation of Language","5JWBow4ywgKNQ5HBxY8hcz",304714,"5qIOUorQ9AInP9UliORgCC","The Wall & I",49
"785","Nation of Language","5JWBow4ywgKNQ5HBxY8hcz",259773,"5ZlMMZJ7dQ8S8iqppKaifH","Sightseer",48
"786","Nation of Language","5JWBow4ywgKNQ5HBxY8hcz",325325,"0naG5PyrfwJQ0xtuQ1BGCM","Across That Fine Line",47
"787","Nation of Language","5JWBow4ywgKNQ5HBxY8hcz",233656,"068kLruVinypNfFPEujjSK","September Again",47
"788","Suzi Shelton","6KVBsjr33qLBA2CnlnRYEf",149373,"5w1H9AcQAUrxCRaILcW9Iw","Go, Fire Truck, Go",26
"789","Suzi Shelton","6KVBsjr33qLBA2CnlnRYEf",159400,"7ctDPWrOwho218229BEM8C","The Lion Sleeps Tonight",26
"790","Suzi Shelton","6KVBsjr33qLBA2CnlnRYEf",180613,"25utpxHTsRsA40Cc3sVaND","Raindrop",19
"791","Suzi Shelton","6KVBsjr33qLBA2CnlnRYEf",234253,"7LyAuj8GLYIHYGSwNspo9v","Put Your Hands in the Air",15
"792","Suzi Shelton","6KVBsjr33qLBA2CnlnRYEf",173230,"3JFY8pm1zVpC3DlA6yB6FG","Magnolia Tree",15
"793","Little Miss Ann","0G7JrLPvqOjHcv891aUiUb",144733,"1CpO3223Lo4Zh4HqwDLyml","L.O.V.E.",21
"794","Little Miss Ann","0G7JrLPvqOjHcv891aUiUb",230238,"4jpUuV65fEKGKg6FdlL3Ca","Welcome Spring (feat. Suzi Shelton)",20
"795","Little Miss Ann","0G7JrLPvqOjHcv891aUiUb",205129,"0oZkMWAhb8KPgo2L4n3vFN","Koo Roo Koo Roo Koo Koo",18
"796","Little Miss Ann","0G7JrLPvqOjHcv891aUiUb",174625,"1ZUQS6AJsh9wRuiORmAZ8l","So Many Ways",16
"797","Little Miss Ann","0G7JrLPvqOjHcv891aUiUb",167020,"78LJuqoUgXS7q7KWf0U7J5","So Many Ways (feat. Uncle Jumbo)",15
"798","Safekeeping","30D8Xvy4YshcXHnROwbnCv",240917,"5K6iBGSEHkKbi4jqrcXQ9O","Beautiful",0
"799","tobi lou","4T8NIfZmVY6TJFqVzN6X49",64722,"0dGe86ljF6Xi19IxYc7aBn","2hrs",75
"800","tobi lou","4T8NIfZmVY6TJFqVzN6X49",190560,"0gEcmyKlIUoi3sHTFVO1bE","I Was Sad Last Night I'm OK Now",60
"801","tobi lou","4T8NIfZmVY6TJFqVzN6X49",215384,"1F1QmI8TMHir9SUFrooq5F","Buff Baby",56
"802","tobi lou","4T8NIfZmVY6TJFqVzN6X49",70928,"5otfZ4ykXJQKor4y9U66bI","Footprints - Mini Version",55
"803","tobi lou","4T8NIfZmVY6TJFqVzN6X49",205090,"0eGrwX4kf5sV1faR5tZDp3","Darlin'",54
"804","Amindi","1xQIR56DxgWYZPUvOLRIua",101298,"1NxCtk7ybnoLfNBBnMg5oM","slideshow",53
"805","Amindi","1xQIR56DxgWYZPUvOLRIua",224447,"4JsTX2WkPcdDTWbchQJuko","All Herb (feat. Amindi)",48
"806","Amindi","1xQIR56DxgWYZPUvOLRIua",90447,"37EATWuDC8BUrJ2Kt2JE5Q","nice",48
"807","Amindi","1xQIR56DxgWYZPUvOLRIua",129882,"78ndblGlkOiMHUrrWPgBoL","CYCLOPS",48
"808","Amindi","1xQIR56DxgWYZPUvOLRIua",88560,"1ZBltAB21ClugDzedXJDGS","mercury retrograde",46
"809","Amindi","1xQIR56DxgWYZPUvOLRIua",159264,"3tuuvlzu72PRKCb9IxFXst","good cry",46
"810","chlothegod","10YC7gfEVGGez94KMAJoLx",136400,"6OqDwiemWUNCb2yRzWNoza","Camille",48
"811","chlothegod","10YC7gfEVGGez94KMAJoLx",152961,"6qtJs5w3x7z0Z41im1TCT6","lady (feat. chlothegod)",37
"812","chlothegod","10YC7gfEVGGez94KMAJoLx",165066,"20Xj7F8TKGEmDbAsbVGmav","Outta My Mind",36
"813","chlothegod","10YC7gfEVGGez94KMAJoLx",243453,"5USzm6t2RH4WA6T1J5FU4W","Bless Your Heart",36
"814","chlothegod","10YC7gfEVGGez94KMAJoLx",179066,"56tCclAUO7US6zuWf7CWUv","My Bad, My Fault",29
"815","The Aces","2AmfMGi3WZMxqFDHissIAe",150792,"26ZCR1Zd74fvBJvH1o1rbx","Daydream",54
"816","The Aces","2AmfMGi3WZMxqFDHissIAe",174234,"5biKfVBoteSxCfBqrwlFEh","Always Get This Way",51
"817","The Aces","2AmfMGi3WZMxqFDHissIAe",135297,"7G5BQ47NKi7AoKvFzP3ouA","Girls Make Me Wanna Die",51
"818","The Aces","2AmfMGi3WZMxqFDHissIAe",176423,"02JkjqNNLxmWkm9bBCp2Yx","I've Loved You For So Long",51
"819","The Aces","2AmfMGi3WZMxqFDHissIAe",257015,"6y3vemZ4p8iZQoZ0VRzdws","Waiting for You",49
"820","Lala Lala","492I2sQFcHDcsZECYX25dE",161043,"5v8tUdBAn13V2yKlICWZ61","Siren 042",50
"821","Lala Lala","492I2sQFcHDcsZECYX25dE",71053,"7bs5lJ53etBIgbIQnAoiSv","Photo Photo",44
"822","Lala Lala","492I2sQFcHDcsZECYX25dE",130478,"0jTKmPYBGiEZsQtRNlWM1L","Dream Song",44
"823","Lala Lala","492I2sQFcHDcsZECYX25dE",192550,"3Lllvxi2oA6DIwy2qhPgQx","Destroyer",42
"824","Lala Lala","492I2sQFcHDcsZECYX25dE",262546,"6fAwBpGmBPKKbzEVxr9yQp","HIT ME WHERE IT HURTS",38
"825","Carol Ades","3WuoKYR1zeLGxR29c53Vdr",188376,"6FlAzVJIYN6Jd8bROHdFDY","26",42
"826","Carol Ades","3WuoKYR1zeLGxR29c53Vdr",226157,"2wZhh84WylENwS23foVHkF","Free",36
"827","Carol Ades","3WuoKYR1zeLGxR29c53Vdr",220453,"4KEU4TD028wYUJapRjH28K","Crying During Sex",35
"828","Carol Ades","3WuoKYR1zeLGxR29c53Vdr",163580,"1mBR4OepAtxwfLwokFhWKC","Special",30
"829","Carol Ades","3WuoKYR1zeLGxR29c53Vdr",190596,"1JSPW0h57CHHDFABPH6VxR","Sadtown USA",30
"830","Carol Ades","3WuoKYR1zeLGxR29c53Vdr",178775,"6nszLQaalCgiaRZ2biz1AV","Sunny Disposition",31
"831","Carol Ades","3WuoKYR1zeLGxR29c53Vdr",184441,"1gdHStHolMnxLdUx5EKjsK","All Time Low",30
"832","Eddie Zuko","4AxSQnOMPd42KI149MWsub",158837,"4iVlQcJQfbp9CZVLZsfIoS","DROP TOP (feat. Eddie Zuko)",59
"833","Eddie Zuko","4AxSQnOMPd42KI149MWsub",145481,"7gSsxz2pwDARRVCJW1o6tR","Still",55
"834","Eddie Zuko","4AxSQnOMPd42KI149MWsub",129032,"3RmJZRbK81v6NgJsTomiLr","Dude",49
"835","Eddie Zuko","4AxSQnOMPd42KI149MWsub",262867,"7jBmsCt8SvfXBF2zBJtSC7","Made",47
"836","Eddie Zuko","4AxSQnOMPd42KI149MWsub",173000,"5kMeD2sV0r6Sb3Us4b2opq","Yallegó",45
"837","Sextile","4ReoJ2faKfdjI0plizlL56",169781,"721rlw9VI4IqhpPhNFrZIv","Current Affair",48
"838","Sextile","4ReoJ2faKfdjI0plizlL56",191000,"4Rkaq3fINcWmZyC7jOENkJ","Contortion",38
"839","Sextile","4ReoJ2faKfdjI0plizlL56",209567,"5BEfGZXOExpnrH2MEJfv30","Disco",43
"840","Sextile","4ReoJ2faKfdjI0plizlL56",192276,"3ROmvuYgsSoMY7jnwfqJRN","Hazing",40
"841","Sextile","4ReoJ2faKfdjI0plizlL56",155577,"3XJDH4GBdODCk7kNd2KeYT","Floored",37
"842","Sextile","4ReoJ2faKfdjI0plizlL56",146522,"4qTRhtBoypEhFnSTEsCVcn","One of These",37
"843","N8NOFACE","0HlRzJcjY69mM3nW2Xvrzi",82800,"2ADT3vhZW9mFacIT9ejgQt","Stress",42
"844","N8NOFACE","0HlRzJcjY69mM3nW2Xvrzi",103384,"4krdl9fzwOrA1FU3SRY8kD","Fever In My Heart - N8NOFACE Remix",42
"845","N8NOFACE","0HlRzJcjY69mM3nW2Xvrzi",57973,"69EmnYSf3HLZ6dP5zENcq5","Kids in Love",41
"846","N8NOFACE","0HlRzJcjY69mM3nW2Xvrzi",108000,"6b9kITtBg8rbH6v4D4g9lD","No Today No Tomorrow",38
"847","N8NOFACE","0HlRzJcjY69mM3nW2Xvrzi",65666,"7nsK1NsNytsZZbXEnAfIQr","Yea Yea Yea",37
"848","Gaidaa","5aLDWFw5qUmTWnEuevuhYG",178355,"4svk9KGtIVSEoeG2VjIUSy","A Storm on a Summers Day",65
"849","Gaidaa","5aLDWFw5qUmTWnEuevuhYG",221493,"6tDTnxaq8fHXZ63uiseNRH","As You Are - A COLORS SHOW",49
"850","Gaidaa","5aLDWFw5qUmTWnEuevuhYG",152590,"7zEeY9dw8wpTrxn4Ll26bu","Figures",49
"851","Gaidaa","5aLDWFw5qUmTWnEuevuhYG",198137,"5PGop05az1aIQsb10YW5Ex","Falling Higher",44
"852","Gaidaa","5aLDWFw5qUmTWnEuevuhYG",250589,"41ICdITzSF6r6UZCDgs5Vk","Morning Blue",43
"853","Tech N9ne","6UBA15slIuadJ8h2lPRPos",219802,"6M47gaKejso9772SKTa3yH","Face Off",69
"854","Tech N9ne","6UBA15slIuadJ8h2lPRPos",271813,"0I0wn4G67txQwENcmRH3d6","Caribou Lou",63
"855","Tech N9ne","6UBA15slIuadJ8h2lPRPos",222904,"5dqrgmHHBuUzwYKBXJuIm0","Like I Ain't",62
"856","Tech N9ne","6UBA15slIuadJ8h2lPRPos",225040,"0kIHfcHGFGm5xb0dSlKEdp","Hood Go Crazy",61
"857","Tech N9ne","6UBA15slIuadJ8h2lPRPos",197053,"3kW5Rq9AIL0QQuYTSKNkQw","Erbody But Me",61
"858","Hollywood Undead","0CEFCo8288kQU7mJi25s6E",210466,"1czaCgWLWgqp0eRIZ0BcXh","Everywhere I Go",71
"859","Hollywood Undead","0CEFCo8288kQU7mJi25s6E",265053,"5wBLDkxVvclanSitx5jq8e","Undead",71
"860","Hollywood Undead","0CEFCo8288kQU7mJi25s6E",197813,"7vWaeCBcobKgzJgbOl23KU","Bullet",65
"861","Hollywood Undead","0CEFCo8288kQU7mJi25s6E",167666,"7J8D1BVioYBaKFUnDAHTak","Another Way Out",65
"862","Hollywood Undead","0CEFCo8288kQU7mJi25s6E",227882,"1igr912oduAmZQaoGhiADw","Riot",64
"863","Owl City","07QEuhtrNmmZ0zEcqE9SF6",228346,"3DamFFqW32WihKkTVlwTYQ","Fireflies",79
"864","Owl City","07QEuhtrNmmZ0zEcqE9SF6",205933,"1kPpge9JDLpcj15qgrPbYX","Good Time",78
"865","Owl City","07QEuhtrNmmZ0zEcqE9SF6",218093,"5ZkAx8zjLiSs1nMmBwJoZS","When Can I See You Again? - From ""Wreck-It Ralph""/Soundtrack Version",67
"866","Owl City","07QEuhtrNmmZ0zEcqE9SF6",231706,"0vCTQcxSGAgjHaiAsIANKn","Vanilla Twilight",62
"867","Owl City","07QEuhtrNmmZ0zEcqE9SF6",289215,"3Gqvfg9F5XZU89mpYBS2R6","The Tornado",60
"868","Kim Petras","3Xt3RrJMFv5SZkCfUE8C1J",156943,"0NZPBYD5qbEWRs3PrGiRkT","Unholy (feat. Kim Petras)",80
"869","Kim Petras","3Xt3RrJMFv5SZkCfUE8C1J",118153,"0dlP9SnqQa5k1A9mReybFb","Treat Me Like A Slut",68
"870","Kim Petras","3Xt3RrJMFv5SZkCfUE8C1J",124285,"3QcWzAQvI41KYheHtvsNoT","XXX",68
"871","Kim Petras","3Xt3RrJMFv5SZkCfUE8C1J",188616,"7t9gDWqX10tbhtriPR1Cnd","Can't Do Better",67
"872","Kim Petras","3Xt3RrJMFv5SZkCfUE8C1J",150000,"27mMvmKRyrsz7i2cfTMgSQ","They Wanna Fuck",67
"873","Tirzah","6f5lOlSFJw9K79gaNnmWAd",182153,"1YR94xmVWP4Y4t8jojuFow","No Limit",50
"874","Tirzah","6f5lOlSFJw9K79gaNnmWAd",230745,"66aoMO408FA4pLR2xWVH3f","Make It Up",50
"875","Tirzah","6f5lOlSFJw9K79gaNnmWAd",199733,"4RjwMyr4D2W4py79Heop9l","Holding On",48
"876","Tirzah","6f5lOlSFJw9K79gaNnmWAd",59358,"1RIobw2bC0MblST5v4kbRR","Ooo Never",48
"877","Tirzah","6f5lOlSFJw9K79gaNnmWAd",218830,"4NM45sK65OBAqXeWjDyJ1d","F22",48
"878","Les Claypool","0tEEmGcFJiCm9kPY14wxzE",359333,"45wViUjhlClQRK1cqM2ptP","One Better",40
"879","Les Claypool","0tEEmGcFJiCm9kPY14wxzE",138826,"0qAib13kyFCClJpGLF8mGk","Pipe Line",36
"880","Les Claypool","0tEEmGcFJiCm9kPY14wxzE",287066,"2CTqvgyzm2I0cDyLmbXwY2","Wynona's Big Brown Beaver",35
"881","Les Claypool","0tEEmGcFJiCm9kPY14wxzE",297040,"6mb5zn63gu4AkzWGSLlpud","Whamola",36
"882","Les Claypool","0tEEmGcFJiCm9kPY14wxzE",352747,"189R06829H84ILxwDb44KC","South Park Themes (Live)",33
"883","Les Claypool","0tEEmGcFJiCm9kPY14wxzE",243640,"6fUUHpkSaLWpN82SCqxcxo","Rumble of the Diesel",33
"884","JOHN","3DGEaxQk7Zd4EJv5xi5ik5",179697,"7miwohQLP51q0m3ehwB95G","2AM Freestyle",20
"885","JOHN","3DGEaxQk7Zd4EJv5xi5ik5",182298,"3gmZlMmvjR0g9FDvPK0FRo","New Dreams",0
"886","Tunic","51M2l9r2xX31tNp0SA4WZf",118482,"1tGLk2XjQuVMOYvpmf3k8b","Disappointment",20
"887","Tunic","51M2l9r2xX31tNp0SA4WZf",175512,"2ZiQsgLrIbZV81l6hmlnxC","Whispering",14
"888","Tunic","51M2l9r2xX31tNp0SA4WZf",254486,"276nAeRuCDU50zjpVgtmle","My Body, My Blood",11
"889","Tunic","51M2l9r2xX31tNp0SA4WZf",190800,"3TfMzeUtGOc4qVUi0V3Pzy","Boss - Revised",12
"890","Tunic","51M2l9r2xX31tNp0SA4WZf",183321,"0X27AHNihcIZvHWM8T0Vjq","Disease",11
"891","Tunic","51M2l9r2xX31tNp0SA4WZf",122800,"7ptdxKjHiIkqVCjI5qUFRh","Apprehension",11
"892","Tunic","51M2l9r2xX31tNp0SA4WZf",217574,"2YUilfeMyDU96dBiOu3Ktc","Sounds Repeat",11
"893","Tunic","51M2l9r2xX31tNp0SA4WZf",181424,"0lIrlBg10SOH91a20q94XL","Punishment Enough",11
"894","hydrodate","6Up868Tyt1E8Rrko7cVgVo",241000,"2QLYjnxxRRsCjjbFDoI2aU","Early Reflections",6
"895","hydrodate","6Up868Tyt1E8Rrko7cVgVo",277357,"0qJii9ym51oceqwgxYUYR4","zane",1
"896","hydrodate","6Up868Tyt1E8Rrko7cVgVo",281379,"6IJ7KPe8yog4oEulD2hagg","layers of dilemma",0
"897","hydrodate","6Up868Tyt1E8Rrko7cVgVo",219428,"0L24fMfkEErBJnQJlQKkyl","interstate trance",0
"898","hydrodate","6Up868Tyt1E8Rrko7cVgVo",189230,"7gezxL94A3Geoa4EyF44gE","secret decree",0
"899","hydrodate","6Up868Tyt1E8Rrko7cVgVo",202409,"7MpNczhfNne0iwvcUiEmIB","eve",0
"900","The Summer Set","0pwyD6DhbFWn8uVSz2Fr0w",209732,"0akM7cwQ5xLQIIlTeWzubk","Boomerang",53
"901","The Summer Set","0pwyD6DhbFWn8uVSz2Fr0w",183571,"1uSXquwFpP5gRBKPCdXfsX","Teenagers",52
"902","The Summer Set","0pwyD6DhbFWn8uVSz2Fr0w",245492,"5xrGRfPozR7XRlt9ny8bWo","Lightning In A Bottle",48
"903","The Summer Set","0pwyD6DhbFWn8uVSz2Fr0w",160373,"5QINEADMeb3ySesMe7K2da","Chelsea",47
"904","The Summer Set","0pwyD6DhbFWn8uVSz2Fr0w",195012,"1noQAliwpHxGOv0jfq9UTH","Under the Influence(r)",46
"905","BOYS LIKE GIRLS","0vWCyXMrrvMlCcepuOJaGI",206520,"56Tl3UgyZTqfZtvFNS31wm","The Great Escape",65
"906","BOYS LIKE GIRLS","0vWCyXMrrvMlCcepuOJaGI",242840,"1MaqkdFNIKPdpQGDzme5ss","Two Is Better Than One (feat. Taylor Swift)",67
"907","BOYS LIKE GIRLS","0vWCyXMrrvMlCcepuOJaGI",226706,"20X9OeC606XNwEtDBOym5u","Love Drunk",64
"908","BOYS LIKE GIRLS","0vWCyXMrrvMlCcepuOJaGI",236680,"1MrNveiYvWyKNAMiqn8xS8","Thunder",56
"909","BOYS LIKE GIRLS","0vWCyXMrrvMlCcepuOJaGI",210706,"5X1VGqaNrpXC8HBPEA4uDT","Be Your Everything",54
"910","State Champs","1qqdO7xMptucPDMopsOdkr",183440,"5rQQaAUU86ulQ4uZIyS1hp","Stitches",59
"911","State Champs","1qqdO7xMptucPDMopsOdkr",190026,"6XbmIuDxm4gWpVYoGg5DQX","Where I Belong (feat. We The Kings)",57
"912","State Champs","1qqdO7xMptucPDMopsOdkr",224423,"5DKlSWi2DY3uXuwfctcRKi","Secrets",54
"913","State Champs","1qqdO7xMptucPDMopsOdkr",227393,"40FJkZzaY8DWGtYoCB63EE","Everybody but You",53
"914","State Champs","1qqdO7xMptucPDMopsOdkr",209021,"2GNkR4EfPnXi0zRl5A89ky","Elevated",51
"915","LOLO","0H0OkFxp022WOyKlt3HmlA",184641,"5NyA9sbbbRbjBeoJqFw1th","Hit and Run",56
"916","LOLO","0H0OkFxp022WOyKlt3HmlA",222106,"3fRMhYmj4LTX6qh0SiBq0w","Don't Dream It's Over",42
"917","LOLO","0H0OkFxp022WOyKlt3HmlA",150782,"0ZFuiyDETaNNLp4cNVVYVL","Wild",39
"918","LOLO","0H0OkFxp022WOyKlt3HmlA",164586,"0UyCF0hctdZJomjdzDibPB","Not Gonna Let You Walk Away",36
"919","LOLO","0H0OkFxp022WOyKlt3HmlA",165640,"33mhWQ1xdSkLRVw31APhLl","I Don't Wanna Have to Lie",28
"920","Every Avenue","1IpSmgcN9F3KNa7j9JtAE4",219973,"203zTFd1zbfG0fiOG9OREv","Tell Me I'm A Wreck",62
"921","Every Avenue","1IpSmgcN9F3KNa7j9JtAE4",206746,"1ej2ir5g4uW20gdaK7YoXz","Mindset",46
"922","Every Avenue","1IpSmgcN9F3KNa7j9JtAE4",234493,"3v5KWngJgUAFEv4n2YDW18","Only Place I Call Home",44
"923","Every Avenue","1IpSmgcN9F3KNa7j9JtAE4",161266,"16vqgedwdsWbTJTDVvzetv","Where Were You",41
"924","Every Avenue","1IpSmgcN9F3KNa7j9JtAE4",192573,"1WSzpp62T99I7nvakx0b3j","Girl Like That",41
"925","Every Avenue","1IpSmgcN9F3KNa7j9JtAE4",215080,"0gNnTBGRbFsoaRfoSHmzsX","Take Me Home Tonight",41
"926","Polyphia","4vGrte8FDu062Ntj0RsPiZ",205925,"6AhwAWzSlISc5ZvGonkgdN","Playing God",65
"927","Polyphia","4vGrte8FDu062Ntj0RsPiZ",152361,"4c8TMfsKJIrRgCWs8LCEbQ","ABC (feat. Sophia Black)",62
"928","Polyphia","4vGrte8FDu062Ntj0RsPiZ",215998,"0YPuRrM2NwzdtuShUKkts6","G.O.A.T.",61
"929","Polyphia","4vGrte8FDu062Ntj0RsPiZ",350085,"7xyvWSVkxaoLdSuEdgdhBe","Ego Death (feat. Steve Vai)",61
"930","Polyphia","4vGrte8FDu062Ntj0RsPiZ",230950,"2IMHE3XJcsqTIbSGOIY6Jy","Bloodbath (feat. Chino Moreno)",60
"931","DOMi & JD BECK","4UpA1KitN1RgIZVyWDbZ0U",202451,"6OquGsVTLqZHyxqG0PLwFz","PiLOT (feat. Snoop Dogg, Busta Rhymes, Anderson .Paak)",55
"932","DOMi & JD BECK","4UpA1KitN1RgIZVyWDbZ0U",264412,"2NZUXUA8gGmXXw5MayF63k","TAKE A CHANCE (feat. Anderson .Paak)",48
"933","DOMi & JD BECK","4UpA1KitN1RgIZVyWDbZ0U",191361,"1HJXdfuWc6IlKBMLtITaHD","SMiLE",47
"934","DOMi & JD BECK","4UpA1KitN1RgIZVyWDbZ0U",185577,"3TcXC3cFAO8jmaoRrYd1a2","TWO SHRiMPS (feat. Mac DeMarco)",49
"935","DOMi & JD BECK","4UpA1KitN1RgIZVyWDbZ0U",119999,"3Sk51FK0sTdiRQN477u5oq","BOWLiNG (feat. Thundercat)",48
"936","Pretty Lights","4iVhFmG8YCCEHANGeUUS9q",277975,"3WS7spXVlbeC5kjePmHMQW","Finally Moving",57
"937","Pretty Lights","4iVhFmG8YCCEHANGeUUS9q",260571,"4n6z0yh2ZpoGh0RNyGVu52","One Day They'll Know (ODESZA Remix)",53
"938","Pretty Lights","4iVhFmG8YCCEHANGeUUS9q",254680,"4bJbr3OZKvkFx57s2BIu8V","Rainbows & Waterfalls",48
"939","Pretty Lights","4iVhFmG8YCCEHANGeUUS9q",421331,"7zbq8RT5Kd3ExOGVTiUQbR","Hot Like Sauce",47
"940","Pretty Lights","4iVhFmG8YCCEHANGeUUS9q",375426,"2M6tHJVrNXZta3Hsjbi70z","Only Yesterday",47
"941","Divino Niño","2O2KJngZ80ZTK71HamDNYi",184975,"1MboJPXUvoSN18XB2nDoBr","Foam",41
"942","Divino Niño","2O2KJngZ80ZTK71HamDNYi",191630,"0LLCHT7kYYjKrs4gD5WZPD","Quiero",41
"943","Divino Niño","2O2KJngZ80ZTK71HamDNYi",236637,"45ppU8k09DDHsQtTVgJjxb","Melty Caramelo",39
"944","Divino Niño","2O2KJngZ80ZTK71HamDNYi",301179,"4uNfXl3Hhyj4dSm4kuxP9g","Cosmic Flower",36
"945","Divino Niño","2O2KJngZ80ZTK71HamDNYi",202919,"7CKM3atUhfa9Hbg8CHe5oA","Coca Cola",33
"946","Divino Niño","2O2KJngZ80ZTK71HamDNYi",237011,"0gyImkvPmSp9sJ0I9WsqGv","Falling Apart - Divino Niño Remix",33
"947","Victor Internet","6Ib0Di9b3kMxw9yD0DAyAC",120375,"4fiaDQ6LPITpaGtpCpVeH7","Tinder Song",43
"948","Victor Internet","6Ib0Di9b3kMxw9yD0DAyAC",148645,"40nTASeelW8jhhEBA4xbZK","I KNO V3",39
"949","Victor Internet","6Ib0Di9b3kMxw9yD0DAyAC",150697,"0nppYGsX12B6lftZw9EjtN","Virgo",32
"950","Victor Internet","6Ib0Di9b3kMxw9yD0DAyAC",142244,"1pqGwiN4oGvu5tg421QRXb","CONVERSATION",32
"951","Victor Internet","6Ib0Di9b3kMxw9yD0DAyAC",181395,"2HYwXruqHfHvKrn02yjBA1","Reason",28
"952","Heartgaze","6r5C5m57jRSpf2xE16ofxH",133033,"555IL7LT2vccL7GVMBV1pt","Lose myself",24
"953","Heartgaze","6r5C5m57jRSpf2xE16ofxH",166736,"1sscAD9ROdWJxAdWhfZbTZ","FREAKYGIRL",22
"954","Heartgaze","6r5C5m57jRSpf2xE16ofxH",146523,"72nManCJoN7Dk08hwJAvkx","PRETENTIOUS",21
"955","Heartgaze","6r5C5m57jRSpf2xE16ofxH",151533,"61kbjVYzqcBhXV5cVCl21M","FUNERAL",7
"956","Heartgaze","6r5C5m57jRSpf2xE16ofxH",142750,"6jit2fJ5sjUHdX64eAHK5Z","DO NOT DISTURB",11
"957","Heartgaze","6r5C5m57jRSpf2xE16ofxH",225493,"6Fx5kFcfK0ttt4RlN8dJUU","@CLOSEFRIENDS",7
"958","Ann Wilson","4lPDIYPFDs5gpcToUczJDs",230093,"6MzXkSZaFeeaOss1rJweXk","Almost Paradise",45
"959","Ann Wilson","4lPDIYPFDs5gpcToUczJDs",271515,"0oeJFU64zXTLV4GJXdADEG","Don't Tell Me (feat. Ann Wilson)",50
"960","Ann Wilson","4lPDIYPFDs5gpcToUczJDs",244733,"0Mqlf5OTGoeUgoeqL1Mzew","Surrender To Me - From ""Tequila Sunrise"" Soundtrack / Remastered",40
"961","Ann Wilson","4lPDIYPFDs5gpcToUczJDs",518000,"3KXISslJMxaW4ZIijQD84L","Stairway to Heaven (British Rock Symphony)",32
"962","Ann Wilson","4lPDIYPFDs5gpcToUczJDs",220106,"2sFOCdQRtvrjT4AWQTDiou","Greed",21
"963","Ann Wilson","4lPDIYPFDs5gpcToUczJDs",218015,"0ZRGLh1F6ACLpxy7HUFTIz","Ruler of the Night",21
"964","Tripsitter","34NWLW5d4yhwesh4qVJbGk",385586,"6lAyUxH56KrEDgYcwj8Hea","Bury Me",21
"965","Tripsitter","34NWLW5d4yhwesh4qVJbGk",198845,"1qKYHd8G4n6bq2QrxY9RMS","Metamorphose",19
"966","Tripsitter","34NWLW5d4yhwesh4qVJbGk",249786,"3L60SOv8aHlmrjfO8E670X","Mourning Sea",12
"967","Tripsitter","34NWLW5d4yhwesh4qVJbGk",236520,"1TqXM8CDCEVrtQiCl15QFs","Teach",7
"968","Tripsitter","34NWLW5d4yhwesh4qVJbGk",254666,"1q6NJtTisi3kOTOJzhIwFB","The Dreamer",5
"969","Tripsitter","34NWLW5d4yhwesh4qVJbGk",313198,"0l0vGI1CMVbOtCfb9lPymJ","Colorblind",5
"970","Subsonic Eye","6nRhwtv2bwuDvPijPCjcie",160682,"6fVqs3i2eH3SIT5gv4Ad0i","Cabin Fever",39
"971","Subsonic Eye","6nRhwtv2bwuDvPijPCjcie",180386,"2daQ1ffjbUgZxzrxQSQb71","Circle",36
"972","Subsonic Eye","6nRhwtv2bwuDvPijPCjcie",160676,"0mB5B0k4AFo35yofnu9V8X","J-O-B",30
"973","Subsonic Eye","6nRhwtv2bwuDvPijPCjcie",223804,"2JPZFolVoxO4XU3SJH89tZ","Cosmic Realignment",35
"974","Subsonic Eye","6nRhwtv2bwuDvPijPCjcie",193995,"7CC4RWMqaw6rUChy67crpm","Performative",31
"975","Subsonic Eye","6nRhwtv2bwuDvPijPCjcie",204273,"1LPAVQhKehTpBBNaK6yDbL","Bug In Spring",30
