"","venue","show_date","artist","artist_id","song","song_id","track_uri"
"439","The Salt Shed",2023-10-12,"Thundercat","4frXpPxQQZwbCu3eTGnZEw","After Last Night (with Thundercat & Bootsy Collins)","3jiKUMXqwEodB7gVv1RMZU","spotify:track:3jiKUMXqwEodB7gVv1RMZU"
"440","The Salt Shed",2023-10-12,"Thundercat","4frXpPxQQZwbCu3eTGnZEw","Funny Thing","1c5CllrZr45UBhWpIqM332","spotify:track:1c5CllrZr45UBhWpIqM332"
"441","The Salt Shed",2023-10-12,"Thundercat","4frXpPxQQZwbCu3eTGnZEw","Them Changes","7CH99b2i1TXS5P8UUyWtnM","spotify:track:7CH99b2i1TXS5P8UUyWtnM"
"442","The Salt Shed",2023-10-12,"Thundercat","4frXpPxQQZwbCu3eTGnZEw","No More Lies","62tGzw9OJOwDcjPBnMPCuj","spotify:track:62tGzw9OJOwDcjPBnMPCuj"
"443","The Salt Shed",2023-10-12,"Thundercat","4frXpPxQQZwbCu3eTGnZEw","Walk On By","6fkL9CjWmjeV6vfDxTp9OZ","spotify:track:6fkL9CjWmjeV6vfDxTp9OZ"
"444","The Salt Shed",2023-10-12,"TiaCorine","39i5B6umzWzkfMe12JrMwW","FreakyT","4CCrZzRdeWYrWJ0DoN4XCa","spotify:track:4CCrZzRdeWYrWJ0DoN4XCa"
"445","The Salt Shed",2023-10-12,"TiaCorine","39i5B6umzWzkfMe12JrMwW","FreakyT (feat. Latto) - Remix","451acSEXA7pfbMKXoC6vJX","spotify:track:451acSEXA7pfbMKXoC6vJX"
"446","The Salt Shed",2023-10-12,"TiaCorine","39i5B6umzWzkfMe12JrMwW","FreakyT (Sped Up)","5ora1hAeubOxDDE29Jw4Er","spotify:track:5ora1hAeubOxDDE29Jw4Er"
"447","The Salt Shed",2023-10-12,"TiaCorine","39i5B6umzWzkfMe12JrMwW","Lotto","5F8zXCNHA4Xzoqi3NR9kUK","spotify:track:5F8zXCNHA4Xzoqi3NR9kUK"
"448","The Salt Shed",2023-10-12,"TiaCorine","39i5B6umzWzkfMe12JrMwW","LUV ME","5R05zM2A2BUuTyPvyf6SsZ","spotify:track:5R05zM2A2BUuTyPvyf6SsZ"
"449","Radius",2023-10-12,"Zhu","28j8lBWDdDSHSSt5oPlsX2","Faded","2GQEM9JuHu30sGFvRYeCxz","spotify:track:2GQEM9JuHu30sGFvRYeCxz"
"450","Radius",2023-10-12,"Zhu","28j8lBWDdDSHSSt5oPlsX2","Cocaine Model","5Z3trOR982mBrJcPfrLUsq","spotify:track:5Z3trOR982mBrJcPfrLUsq"
"451","Radius",2023-10-12,"Zhu","28j8lBWDdDSHSSt5oPlsX2","Working For It","2HJQcyUpmUuvzS5vBAICIc","spotify:track:2HJQcyUpmUuvzS5vBAICIc"
"452","Radius",2023-10-12,"Zhu","28j8lBWDdDSHSSt5oPlsX2","Good Life","6MWYSp8nWt4IZiRMCDPHXT","spotify:track:6MWYSp8nWt4IZiRMCDPHXT"
"453","Radius",2023-10-12,"Zhu","28j8lBWDdDSHSSt5oPlsX2","In the Morning","01wpPOPqQ3XyS6hBN00HfK","spotify:track:01wpPOPqQ3XyS6hBN00HfK"
"454","Radius",2023-10-12,"Noizu","3VRyybsQu0MDG0F2LBxnv7","Push To Start (feat. No/Me)","6t4VHEcJ7Kek9pgGHlDp6R","spotify:track:6t4VHEcJ7Kek9pgGHlDp6R"
"455","Radius",2023-10-12,"Noizu","3VRyybsQu0MDG0F2LBxnv7","Summer 91 (Looking Back)","4FEcEwbE2vsqhxbTPtiNTL","spotify:track:4FEcEwbE2vsqhxbTPtiNTL"
"456","Radius",2023-10-12,"Noizu","3VRyybsQu0MDG0F2LBxnv7","Summer 91","7pARbCUoO1CTzU5ucMEaVF","spotify:track:7pARbCUoO1CTzU5ucMEaVF"
"457","Radius",2023-10-12,"Noizu","3VRyybsQu0MDG0F2LBxnv7","More Love (feat. Secondcity)","5PY9fTLp4MPXsbeRouS8gd","spotify:track:5PY9fTLp4MPXsbeRouS8gd"
"458","Radius",2023-10-12,"Noizu","3VRyybsQu0MDG0F2LBxnv7","Baby Baby","2fMtXRKJDPtT8Xs4EJkBQh","spotify:track:2fMtXRKJDPtT8Xs4EJkBQh"
"459","Concord Music Hall",2023-10-12,"NoCap","4PNHuWkk4ee6R8WEhFVPf5","Ghetto Angels","0T6DHuLI3NANOAFPgE8AXR","spotify:track:0T6DHuLI3NANOAFPgE8AXR"
"460","Concord Music Hall",2023-10-12,"NoCap","4PNHuWkk4ee6R8WEhFVPf5","Vaccine","0EAvcQ4XKhvYww9YRrdwB1","spotify:track:0EAvcQ4XKhvYww9YRrdwB1"
"461","Concord Music Hall",2023-10-12,"NoCap","4PNHuWkk4ee6R8WEhFVPf5","Outside","5PtmUKEIJPOw0Few8yUXVe","spotify:track:5PtmUKEIJPOw0Few8yUXVe"
"462","Concord Music Hall",2023-10-12,"NoCap","4PNHuWkk4ee6R8WEhFVPf5","Vaccine - Falling Star","7tyndLWOM11bXHYPbTm0w2","spotify:track:7tyndLWOM11bXHYPbTm0w2"
"463","Concord Music Hall",2023-10-12,"NoCap","4PNHuWkk4ee6R8WEhFVPf5","Head Doctor","4bQN1qCuDXS5dAx45xxS7C","spotify:track:4bQN1qCuDXS5dAx45xxS7C"
"464","Metro",2023-10-12,"Everything Everything","1HOeqtP7tHkKNJNLzQ2tnr","Distant Past","4L2F0LcDVtNrFc1K4lmx3m","spotify:track:4L2F0LcDVtNrFc1K4lmx3m"
"465","Metro",2023-10-12,"Everything Everything","1HOeqtP7tHkKNJNLzQ2tnr","Blast Doors","4Kxribw8agTbMRLmAJcTRn","spotify:track:4Kxribw8agTbMRLmAJcTRn"
"466","Metro",2023-10-12,"Everything Everything","1HOeqtP7tHkKNJNLzQ2tnr","No Reptiles","1SN1gifVAKecU85lZggS8k","spotify:track:1SN1gifVAKecU85lZggS8k"
"467","Metro",2023-10-12,"Everything Everything","1HOeqtP7tHkKNJNLzQ2tnr","Spring / Sun / Winter / Dread","0Ou9ZGEhuxJwu5SbEp2XQp","spotify:track:0Ou9ZGEhuxJwu5SbEp2XQp"
"468","Metro",2023-10-12,"Everything Everything","1HOeqtP7tHkKNJNLzQ2tnr","Pizza Boy","0tLimqiQcY0HZ76eQXcqLK","spotify:track:0tLimqiQcY0HZ76eQXcqLK"
"469","The Vic Theatre",2023-10-12,"The Chats","1aQ7P3HtKOQFW16ebjiks1","Smoko","5nw2rQXAjfpZNaMzAJ8qTX","spotify:track:5nw2rQXAjfpZNaMzAJ8qTX"
"470","The Vic Theatre",2023-10-12,"The Chats","1aQ7P3HtKOQFW16ebjiks1","6L GTR","2mTppXqXhmlp08A8fwNSWm","spotify:track:2mTppXqXhmlp08A8fwNSWm"
"471","The Vic Theatre",2023-10-12,"The Chats","1aQ7P3HtKOQFW16ebjiks1","Pub Feed","6Rz6yXr3RWpYdGst26tSYF","spotify:track:6Rz6yXr3RWpYdGst26tSYF"
"472","The Vic Theatre",2023-10-12,"The Chats","1aQ7P3HtKOQFW16ebjiks1","Drunk n Disorderly","4NyQwUbqvKp9RQAdhqAHX0","spotify:track:4NyQwUbqvKp9RQAdhqAHX0"
"473","The Vic Theatre",2023-10-12,"The Chats","1aQ7P3HtKOQFW16ebjiks1","Bus Money","3bg0C4y3BvpaB0TPj5sQlf","spotify:track:3bg0C4y3BvpaB0TPj5sQlf"
"474","The Vic Theatre",2023-10-12,"Cosmic Psychos","3orc30EUucavid98kNtMEf","Nice Day to Go to the Pub","0VLueQGpMno9bFq3jUQRBL","spotify:track:0VLueQGpMno9bFq3jUQRBL"
"475","The Vic Theatre",2023-10-12,"Cosmic Psychos","3orc30EUucavid98kNtMEf","Fuckwit City","1iSLKNlmKadnVE4h9jsOX5","spotify:track:1iSLKNlmKadnVE4h9jsOX5"
"476","The Vic Theatre",2023-10-12,"Cosmic Psychos","3orc30EUucavid98kNtMEf","Lost Cause","0ZyGsSzTvWj3rR6QB7AFFs","spotify:track:0ZyGsSzTvWj3rR6QB7AFFs"
"477","The Vic Theatre",2023-10-12,"Cosmic Psychos","3orc30EUucavid98kNtMEf","Decadence","6QjTl5PCLl4FLZQHN8FV9v","spotify:track:6QjTl5PCLl4FLZQHN8FV9v"
"478","The Vic Theatre",2023-10-12,"Cosmic Psychos","3orc30EUucavid98kNtMEf","Feeling Average","389skC5RhJ6dQM73zQ1UKI","spotify:track:389skC5RhJ6dQM73zQ1UKI"
"479","The Vic Theatre",2023-10-12,"The Schizophonics","5RWdl2eyEHnzybGz5Wdvtk","Steely Eyed Lady","4zJdGyOcvPbq2fhRMPiToY","spotify:track:4zJdGyOcvPbq2fhRMPiToY"
"480","The Vic Theatre",2023-10-12,"The Schizophonics","5RWdl2eyEHnzybGz5Wdvtk","Rat Trap","0Ub9GsmiMx22wS7zBy1hNo","spotify:track:0Ub9GsmiMx22wS7zBy1hNo"
"481","The Vic Theatre",2023-10-12,"The Schizophonics","5RWdl2eyEHnzybGz5Wdvtk","The One I Want","0fJoBT6SpZykqdkgkxRGso","spotify:track:0fJoBT6SpZykqdkgkxRGso"
"482","The Vic Theatre",2023-10-12,"The Schizophonics","5RWdl2eyEHnzybGz5Wdvtk","Desert Girl","48owQhVv62bLf9kCJWtcl3","spotify:track:48owQhVv62bLf9kCJWtcl3"
"483","The Vic Theatre",2023-10-12,"The Schizophonics","5RWdl2eyEHnzybGz5Wdvtk","Rat Trap","4PCk6sRLP4pFohlnaHjuyF","spotify:track:4PCk6sRLP4pFohlnaHjuyF"
"484","The Vic Theatre",2023-10-12,"Gymshorts","7beEZjleJaaPl01bT6S4bz","Love You Funny","3ZiZiYWSWKSYonJ591rdrq","spotify:track:3ZiZiYWSWKSYonJ591rdrq"
"485","The Vic Theatre",2023-10-12,"Gymshorts","7beEZjleJaaPl01bT6S4bz","Gotta Get Away","38Ixvq6Z78A33piDapwWZN","spotify:track:38Ixvq6Z78A33piDapwWZN"
"486","The Vic Theatre",2023-10-12,"Gymshorts","7beEZjleJaaPl01bT6S4bz","Good at Bein' Bad","0EVUC740Fu3aJeIH0FlrVb","spotify:track:0EVUC740Fu3aJeIH0FlrVb"
"487","The Vic Theatre",2023-10-12,"Gymshorts","7beEZjleJaaPl01bT6S4bz","Scumdog","17zJr06RVXG5UmaolUTwYX","spotify:track:17zJr06RVXG5UmaolUTwYX"
"488","The Vic Theatre",2023-10-12,"Gymshorts","7beEZjleJaaPl01bT6S4bz","You Blew It","7mx9AVbWSPiUDDHoxL8Zvu","spotify:track:7mx9AVbWSPiUDDHoxL8Zvu"
"489","Schubas",2023-10-12,"Próxima Parada","43cM1JWUzdfkZCi7rjkPnz","Musta Been a Ghost","0AZTpwagcDe4nH0mPcnYhS","spotify:track:0AZTpwagcDe4nH0mPcnYhS"
"490","Schubas",2023-10-12,"Próxima Parada","43cM1JWUzdfkZCi7rjkPnz","24 Brand-New Hours","36yIUt4RpKVqKCRwei9hUl","spotify:track:36yIUt4RpKVqKCRwei9hUl"
"491","Schubas",2023-10-12,"Próxima Parada","43cM1JWUzdfkZCi7rjkPnz","Desert Bloom II","3RSLcjmM7YRwG6gbEgWPuo","spotify:track:3RSLcjmM7YRwG6gbEgWPuo"
"492","Schubas",2023-10-12,"Próxima Parada","43cM1JWUzdfkZCi7rjkPnz","So Many Ways to Get Downtown","4omjWR9RUMNQlEWTRHaYk8","spotify:track:4omjWR9RUMNQlEWTRHaYk8"
"493","Schubas",2023-10-12,"Próxima Parada","43cM1JWUzdfkZCi7rjkPnz","Kind Reminder","0lCPJ2lHPbRwhXtb7c7Kyi","spotify:track:0lCPJ2lHPbRwhXtb7c7Kyi"
"494","Schubas",2023-10-12,"Olive Klug","3SEtmo8E5DJVuGddKYqeiU","Raining in June","72Q3BQhu0w6A81ouAUp7UL","spotify:track:72Q3BQhu0w6A81ouAUp7UL"
"495","Schubas",2023-10-12,"Olive Klug","3SEtmo8E5DJVuGddKYqeiU","Dancing in the Moonlight","5gdEr842qnJaDAY7WgDZJY","spotify:track:5gdEr842qnJaDAY7WgDZJY"
"496","Schubas",2023-10-12,"Olive Klug","3SEtmo8E5DJVuGddKYqeiU","Spirit in Disguise","6B4pFSBBp14BwvCAtR8RS3","spotify:track:6B4pFSBBp14BwvCAtR8RS3"
"497","Schubas",2023-10-12,"Olive Klug","3SEtmo8E5DJVuGddKYqeiU","Self Help","6YfjCMHQ0GWCcMtelpKVQB","spotify:track:6YfjCMHQ0GWCcMtelpKVQB"
"498","Schubas",2023-10-12,"Olive Klug","3SEtmo8E5DJVuGddKYqeiU","Sailor Song","2mglEF4hHXStMwWC3v863H","spotify:track:2mglEF4hHXStMwWC3v863H"
"499","Martyrs’",2023-10-12,"The Brothers Comatose","7oKVYDiVZxglvgEW2zHcAD","Harvest Moon","0y8e8muEHphzSaE7kDiYvn","spotify:track:0y8e8muEHphzSaE7kDiYvn"
"500","Martyrs’",2023-10-12,"The Brothers Comatose","7oKVYDiVZxglvgEW2zHcAD","Tops of the Trees","5xLuzKaav1mpUIjRONJu5R","spotify:track:5xLuzKaav1mpUIjRONJu5R"
"501","Martyrs’",2023-10-12,"The Brothers Comatose","7oKVYDiVZxglvgEW2zHcAD","Valerie","3wShyyPO8fob86VMwkZOCt","spotify:track:3wShyyPO8fob86VMwkZOCt"
"502","Martyrs’",2023-10-12,"The Brothers Comatose","7oKVYDiVZxglvgEW2zHcAD","Morning Time","7gBvhUjKGik8Z6ywWvH1cJ","spotify:track:7gBvhUjKGik8Z6ywWvH1cJ"
"503","Martyrs’",2023-10-12,"The Brothers Comatose","7oKVYDiVZxglvgEW2zHcAD","Too Many Places","4fnrm2oUPL2SyOasYm31lQ","spotify:track:4fnrm2oUPL2SyOasYm31lQ"
"504","Lincoln Hall",2023-10-12,"Geese","0WCo84qtCKfbyIf1lqQWB4","Cowboy Nudes","7i8XQTUczz7xyFdkSAdEg9","spotify:track:7i8XQTUczz7xyFdkSAdEg9"
"505","Lincoln Hall",2023-10-12,"Geese","0WCo84qtCKfbyIf1lqQWB4","3D Country","6TLl4M9cQVHkPI75LTqABu","spotify:track:6TLl4M9cQVHkPI75LTqABu"
"506","Lincoln Hall",2023-10-12,"Geese","0WCo84qtCKfbyIf1lqQWB4","I See Myself","1rqGuE3jvcvacQk96lfnl6","spotify:track:1rqGuE3jvcvacQk96lfnl6"
"507","Lincoln Hall",2023-10-12,"Geese","0WCo84qtCKfbyIf1lqQWB4","Jesse","4BlydDDroXNIgkbhrtuw3d","spotify:track:4BlydDDroXNIgkbhrtuw3d"
"508","Lincoln Hall",2023-10-12,"Geese","0WCo84qtCKfbyIf1lqQWB4","2122","1VViOwNoUfimwsy3wlk7d8","spotify:track:1VViOwNoUfimwsy3wlk7d8"
"509","The Salt Shed",2023-10-13,"Band of Horses","0OdUWJ0sBjDrqHygGUXeCF","The Funeral","5lRzWDEe7UuedU2QPsFg0K","spotify:track:5lRzWDEe7UuedU2QPsFg0K"
"510","The Salt Shed",2023-10-13,"Band of Horses","0OdUWJ0sBjDrqHygGUXeCF","No One's Gonna Love You","2IvNxLl01CTAfCOA103Tgx","spotify:track:2IvNxLl01CTAfCOA103Tgx"
"511","The Salt Shed",2023-10-13,"Band of Horses","0OdUWJ0sBjDrqHygGUXeCF","Our Swords","766EIreId79ZFBkiDO1Ial","spotify:track:766EIreId79ZFBkiDO1Ial"
"512","The Salt Shed",2023-10-13,"Band of Horses","0OdUWJ0sBjDrqHygGUXeCF","Is There A Ghost","7fgOmdonXZap1Kuz7hs3O1","spotify:track:7fgOmdonXZap1Kuz7hs3O1"
"513","The Salt Shed",2023-10-13,"Band of Horses","0OdUWJ0sBjDrqHygGUXeCF","The General Specific","7kDhGzc1hgkQQyzpvBmKcX","spotify:track:7kDhGzc1hgkQQyzpvBmKcX"
"514","The Salt Shed",2023-10-13,"Band of Horses","0OdUWJ0sBjDrqHygGUXeCF","The Great Salt Lake","6iYZuHW7IAUTvUpvRTVQZA","spotify:track:6iYZuHW7IAUTvUpvRTVQZA"
"515","The Salt Shed",2023-10-13,"Bella White","7Bk7ojRJfkv48w69JNF66V","Just Like Leaving","1KtqnK25qwyUK17y19Aks9","spotify:track:1KtqnK25qwyUK17y19Aks9"
"516","The Salt Shed",2023-10-13,"Bella White","7Bk7ojRJfkv48w69JNF66V","Not To Blame","5YDIMAhn1LjOCC38n30DP5","spotify:track:5YDIMAhn1LjOCC38n30DP5"
"517","The Salt Shed",2023-10-13,"Bella White","7Bk7ojRJfkv48w69JNF66V","Rhododendron","7s8gLWAkwL8F7WggHYzZR4","spotify:track:7s8gLWAkwL8F7WggHYzZR4"
"518","The Salt Shed",2023-10-13,"Bella White","7Bk7ojRJfkv48w69JNF66V","Now She Knows What It Feels Like","1aLLTErAono4JrxfIFxJAL","spotify:track:1aLLTErAono4JrxfIFxJAL"
"519","The Salt Shed",2023-10-13,"Bella White","7Bk7ojRJfkv48w69JNF66V","Unknown Legend","4Tk20ApEMHXzS1j2r6Glgr","spotify:track:4Tk20ApEMHXzS1j2r6Glgr"
"520","The Salt Shed",2023-10-13,"Phosphorescent","57kIMCLPgkzQlXjblX7XXP","Song for Zula","6Thn8AOHIwPCkf2O4ZgfC2","spotify:track:6Thn8AOHIwPCkf2O4ZgfC2"
"521","The Salt Shed",2023-10-13,"Phosphorescent","57kIMCLPgkzQlXjblX7XXP","Ride On / Right On","7Ep6MLL8ATx0fFczswsvR5","spotify:track:7Ep6MLL8ATx0fFczswsvR5"
"522","The Salt Shed",2023-10-13,"Phosphorescent","57kIMCLPgkzQlXjblX7XXP","Wolves","0ZPbtxMljoofkXVLkiiqdl","spotify:track:0ZPbtxMljoofkXVLkiiqdl"
"523","The Salt Shed",2023-10-13,"Phosphorescent","57kIMCLPgkzQlXjblX7XXP","C'est La Vie No.2","3my5gLh7Ow54FerRCRInRC","spotify:track:3my5gLh7Ow54FerRCRInRC"
"524","The Salt Shed",2023-10-13,"Phosphorescent","57kIMCLPgkzQlXjblX7XXP","Sugaree","67zZz0GRLNvouSyidwRt2Y","spotify:track:67zZz0GRLNvouSyidwRt2Y"
"525","The Vic Theatre",2023-10-13,"The Darkness","5r1bdqzhgRoHC3YcCV6N5a","I Believe in a Thing Called Love","756CJtQRFSxEx9jV4P9hpA","spotify:track:756CJtQRFSxEx9jV4P9hpA"
"526","The Vic Theatre",2023-10-13,"The Darkness","5r1bdqzhgRoHC3YcCV6N5a","Love Is Only a Feeling","1Xiziz94CF3sFctb1udhAm","spotify:track:1Xiziz94CF3sFctb1udhAm"
"527","The Vic Theatre",2023-10-13,"The Darkness","5r1bdqzhgRoHC3YcCV6N5a","Growing on Me","77asYwewm0lXvz76inosJm","spotify:track:77asYwewm0lXvz76inosJm"
"528","The Vic Theatre",2023-10-13,"The Darkness","5r1bdqzhgRoHC3YcCV6N5a","Friday Night","0FXIFD0DV5RBb3EytmjUBS","spotify:track:0FXIFD0DV5RBb3EytmjUBS"
"529","The Vic Theatre",2023-10-13,"The Darkness","5r1bdqzhgRoHC3YcCV6N5a","Open Fire","3onueI9Ii6DxqYSs72fcSB","spotify:track:3onueI9Ii6DxqYSs72fcSB"
"530","The Vic Theatre",2023-10-13,"The Darkness","5r1bdqzhgRoHC3YcCV6N5a","Get Your Hands off My Woman","0a8pD243dhPtQkWvpAQpt7","spotify:track:0a8pD243dhPtQkWvpAQpt7"
"531","Concord Music Hall",2023-10-13,"Polaris","0v2e0oznnTaIXKLGKHphfX","Nightmare","0jrOt6XnOTeZOd56U16Bfp","spotify:track:0jrOt6XnOTeZOd56U16Bfp"
"532","Concord Music Hall",2023-10-13,"Polaris","0v2e0oznnTaIXKLGKHphfX","The Remedy","63GJDO5mxiFP1ZQEpdUWRd","spotify:track:63GJDO5mxiFP1ZQEpdUWRd"
"533","Concord Music Hall",2023-10-13,"Polaris","0v2e0oznnTaIXKLGKHphfX","All of This Is Fleeting","6V5RvNdSqdEDshRKhsiCEH","spotify:track:6V5RvNdSqdEDshRKhsiCEH"
"534","Concord Music Hall",2023-10-13,"Polaris","0v2e0oznnTaIXKLGKHphfX","Hypermania","1bmDf8qcqTcwAgWKpFIF8K","spotify:track:1bmDf8qcqTcwAgWKpFIF8K"
"535","Concord Music Hall",2023-10-13,"Polaris","0v2e0oznnTaIXKLGKHphfX","Masochist","2a05MFdR1vtm8QVKFs1SGn","spotify:track:2a05MFdR1vtm8QVKFs1SGn"
"536","Concord Music Hall",2023-10-13,"Currents","5pqvAI85RMxL9K0xHvSwGu","Never There","5t1OFHuWDlmusIYUZSNADT","spotify:track:5t1OFHuWDlmusIYUZSNADT"
"537","Concord Music Hall",2023-10-13,"Currents","5pqvAI85RMxL9K0xHvSwGu","Better Days","1BqzzWlA868p8J5VIbp50A","spotify:track:1BqzzWlA868p8J5VIbp50A"
"538","Concord Music Hall",2023-10-13,"Currents","5pqvAI85RMxL9K0xHvSwGu","Let Me Leave","4xDcGgOzoQq5Jrfa2gkY03","spotify:track:4xDcGgOzoQq5Jrfa2gkY03"
"539","Concord Music Hall",2023-10-13,"Currents","5pqvAI85RMxL9K0xHvSwGu","Kill the Ache","1zNBVe8QG37iPLLQHlUS2u","spotify:track:1zNBVe8QG37iPLLQHlUS2u"
"540","Concord Music Hall",2023-10-13,"Currents","5pqvAI85RMxL9K0xHvSwGu","Monsters","0FnNvh5Azabpbfb7xSmZpj","spotify:track:0FnNvh5Azabpbfb7xSmZpj"
"541","Concord Music Hall",2023-10-13,"Varials","6EFV3PmaXblKwNbvpkGv9l","Romance","1dr9fQuYZ6NtGuVqdMOTw1","spotify:track:1dr9fQuYZ6NtGuVqdMOTw1"
"542","Concord Music Hall",2023-10-13,"Varials","6EFV3PmaXblKwNbvpkGv9l","The Cycle Of Violence : Chapter 1","2Ab92AxtwfAD6vKpzuLuLc","spotify:track:2Ab92AxtwfAD6vKpzuLuLc"
"543","Concord Music Hall",2023-10-13,"Varials","6EFV3PmaXblKwNbvpkGv9l","The Love Machine","0frpWgWgpLGyUm1jcLIgAo","spotify:track:0frpWgWgpLGyUm1jcLIgAo"
"544","Concord Music Hall",2023-10-13,"Varials","6EFV3PmaXblKwNbvpkGv9l","Empire Of Dirt","2CHqd5mti5g41YWhKWJ2m9","spotify:track:2CHqd5mti5g41YWhKWJ2m9"
"545","Concord Music Hall",2023-10-13,"Varials","6EFV3PmaXblKwNbvpkGv9l","Anything To Numb","7zPFVRs1iJ006sKZQ4S4ap","spotify:track:7zPFVRs1iJ006sKZQ4S4ap"
"546","The Riviera Theatre",2023-10-13,"Lucinda Williams","60ht0hWRy1yjUDfNsLuHuP","Okie From Muskogee - Live","529x2bhs2op70bGqGOoLk4","spotify:track:529x2bhs2op70bGqGOoLk4"
"547","The Riviera Theatre",2023-10-13,"Lucinda Williams","60ht0hWRy1yjUDfNsLuHuP","Can't Let Go","0kyM6MaS573Gt9Yna1rsqd","spotify:track:0kyM6MaS573Gt9Yna1rsqd"
"548","The Riviera Theatre",2023-10-13,"Lucinda Williams","60ht0hWRy1yjUDfNsLuHuP","Fruits Of My Labor","31nItlXwgCCFpttS50Rbxf","spotify:track:31nItlXwgCCFpttS50Rbxf"
"549","The Riviera Theatre",2023-10-13,"Lucinda Williams","60ht0hWRy1yjUDfNsLuHuP","Car Wheels On A Gravel Road","5rUqENE7bmNffBbZDhVBty","spotify:track:5rUqENE7bmNffBbZDhVBty"
"550","The Riviera Theatre",2023-10-13,"Lucinda Williams","60ht0hWRy1yjUDfNsLuHuP","This Train is Bound for Glory","7mfn1O2YQifrW5nZhAhCGL","spotify:track:7mfn1O2YQifrW5nZhAhCGL"
"551","Park West",2023-10-13,"G Flip","4SdIXLzfabqU61iK7SnKAU","The Worst Person Alive","4oIN3NykxQQM9ROzlsEuUv","spotify:track:4oIN3NykxQQM9ROzlsEuUv"
"552","Park West",2023-10-13,"G Flip","4SdIXLzfabqU61iK7SnKAU","Be Your Man","6Wpbx6HyFVJndtnsPIScKz","spotify:track:6Wpbx6HyFVJndtnsPIScKz"
"553","Park West",2023-10-13,"G Flip","4SdIXLzfabqU61iK7SnKAU","Good Enough","5Ev582e7ykI3jVCCJ0ECZM","spotify:track:5Ev582e7ykI3jVCCJ0ECZM"
"554","Park West",2023-10-13,"G Flip","4SdIXLzfabqU61iK7SnKAU","GAY 4 ME (feat. Lauren Sanderson)","1ZpcR68PKaoz8DpQDRqFEE","spotify:track:1ZpcR68PKaoz8DpQDRqFEE"
"555","Park West",2023-10-13,"G Flip","4SdIXLzfabqU61iK7SnKAU","Drink Too Much","31VnFQGar46qsS8kb2Slqa","spotify:track:31VnFQGar46qsS8kb2Slqa"
"556","Park West",2023-10-13,"Miki Ratsula","3Yq0Ww7oAbgxcoOxthlS30","Missing June","3rdhbnrw6XeTp5aKBI0EKf","spotify:track:3rdhbnrw6XeTp5aKBI0EKf"
"557","Park West",2023-10-13,"Miki Ratsula","3Yq0Ww7oAbgxcoOxthlS30","Wicked","7I9m1FRFz2YUiiYuKRE1YH","spotify:track:7I9m1FRFz2YUiiYuKRE1YH"
"558","Park West",2023-10-13,"Miki Ratsula","3Yq0Ww7oAbgxcoOxthlS30","Somewhere Only We Know","2g5HVcE4OCp9SZybPEWzny","spotify:track:2g5HVcE4OCp9SZybPEWzny"
"559","Park West",2023-10-13,"Miki Ratsula","3Yq0Ww7oAbgxcoOxthlS30","Headlights","6PLllSULxhWMcitreJ2isg","spotify:track:6PLllSULxhWMcitreJ2isg"
"560","Park West",2023-10-13,"Miki Ratsula","3Yq0Ww7oAbgxcoOxthlS30","lied to your therapist","3sWWLt1EDS1II8bnNTPqhg","spotify:track:3sWWLt1EDS1II8bnNTPqhg"
"561","Lincoln Hall",2023-10-13,"Blanco White","3ccVtqcqedranb7y8eywJ5","Olalla","4R59wt5nnhYo88PIu3cUIt","spotify:track:4R59wt5nnhYo88PIu3cUIt"
"562","Lincoln Hall",2023-10-13,"Blanco White","3ccVtqcqedranb7y8eywJ5","Colder Heavens","1wwKY8ICsV9wiCFMpdhPrr","spotify:track:1wwKY8ICsV9wiCFMpdhPrr"
"563","Lincoln Hall",2023-10-13,"Blanco White","3ccVtqcqedranb7y8eywJ5","El Búho","4TtrTorJrVMEIprmQydrVv","spotify:track:4TtrTorJrVMEIprmQydrVv"
"564","Lincoln Hall",2023-10-13,"Blanco White","3ccVtqcqedranb7y8eywJ5","Samara","3e749ajx7Xj3jJ2bA5YfCg","spotify:track:3e749ajx7Xj3jJ2bA5YfCg"
"565","Lincoln Hall",2023-10-13,"Blanco White","3ccVtqcqedranb7y8eywJ5","Nocturne","2fv4O0H2EdMqliyEAUAEST","spotify:track:2fv4O0H2EdMqliyEAUAEST"
"566","Chop Shop",2023-10-13,"TAUK","6qauwCj8W2mTcDGbyDGo6O","Friction","05VH3gIVLBlbQdwIxhhIoW","spotify:track:05VH3gIVLBlbQdwIxhhIoW"
"567","Chop Shop",2023-10-13,"TAUK","6qauwCj8W2mTcDGbyDGo6O","Dead Signal","3NgBtyaQqNi3yKS7N55oHh","spotify:track:3NgBtyaQqNi3yKS7N55oHh"
"568","Chop Shop",2023-10-13,"TAUK","6qauwCj8W2mTcDGbyDGo6O","Mindshift","04IpcDXPleA3v8XM4oB3kR","spotify:track:04IpcDXPleA3v8XM4oB3kR"
"569","Chop Shop",2023-10-13,"TAUK","6qauwCj8W2mTcDGbyDGo6O","Mokuba","58Ge6PmTc9PfP0mK5GC8Mk","spotify:track:58Ge6PmTc9PfP0mK5GC8Mk"
"570","Chop Shop",2023-10-13,"TAUK","6qauwCj8W2mTcDGbyDGo6O","Battle Without Honor or Humanity","3MV7hOO0CKBY821Bjs44Gc","spotify:track:3MV7hOO0CKBY821Bjs44Gc"
